GEOID,NAME,ST,variable,value
3750820,Peachland,North Carolina,P001001,437
3751040,Peletier,North Carolina,P001001,644
3751080,Pembroke,North Carolina,P001001,2973
3751780,Pikeville,North Carolina,P001001,678
3751820,Pilot Mountain,North Carolina,P001001,1477
3751840,Pinebluff,North Carolina,P001001,1337
3751940,Pinehurst,North Carolina,P001001,13124
3752000,Pine Knoll Shores,North Carolina,P001001,1339
3752020,Pine Level,North Carolina,P001001,1700
3752140,Pinetops,North Carolina,P001001,1374
3752160,Pinetown,North Carolina,P001001,155
3752220,Pineville,North Carolina,P001001,7479
3752260,Piney Green,North Carolina,P001001,13293
3752400,Pink Hill,North Carolina,P001001,552
3752500,Pinnacle,North Carolina,P001001,894
3752660,Pittsboro,North Carolina,P001001,3743
3752685,Plain View,North Carolina,P001001,1961
3752760,Pleasant Garden,North Carolina,P001001,4489
3752920,Pleasant Hill,North Carolina,P001001,878
3753040,Plymouth,North Carolina,P001001,3878
3753140,Polkton,North Carolina,P001001,3375
3753160,Polkville,North Carolina,P001001,545
3753200,Pollocksville,North Carolina,P001001,311
3753475,Porters Neck,North Carolina,P001001,6204
3753580,Potters Hill,North Carolina,P001001,481
3753680,Powellsville,North Carolina,P001001,276
3753820,Princeton,North Carolina,P001001,1194
3753840,Princeville,North Carolina,P001001,2082
3753900,Proctorville,North Carolina,P001001,117
3753950,Prospect,North Carolina,P001001,981
3754160,Pumpkin Center,North Carolina,P001001,2222
3754580,Raeford,North Carolina,P001001,4611
3754600,Raemon,North Carolina,P001001,282
3755000,Raleigh,North Carolina,P001001,403892
3755040,Ramseur,North Carolina,P001001,1692
3755080,Randleman,North Carolina,P001001,4113
3755260,Ranlo,North Carolina,P001001,3434
3755340,Raynham,North Carolina,P001001,72
3755460,Red Cross,North Carolina,P001001,742
3755640,Red Oak,North Carolina,P001001,3430
3755660,Red Springs,North Carolina,P001001,3428
3755900,Reidsville,North Carolina,P001001,14520
3755940,Rennert,North Carolina,P001001,383
3756100,Rex,North Carolina,P001001,55
3756240,Rhodhiss,North Carolina,P001001,1070
3756340,Richfield,North Carolina,P001001,613
3756360,Richlands,North Carolina,P001001,1520
3756440,Rich Square,North Carolina,P001001,958
3756600,Riegelwood,North Carolina,P001001,579
3756710,River Bend,North Carolina,P001001,3119
3756815,River Road,North Carolina,P001001,4394
3756900,Roanoke Rapids,North Carolina,P001001,15754
3757000,Robbins,North Carolina,P001001,1097
3757020,Robbinsville,North Carolina,P001001,620
3757100,Robersonville,North Carolina,P001001,1488
3757200,Rockfish,North Carolina,P001001,3298
3757260,Rockingham,North Carolina,P001001,9558
3757340,Rockwell,North Carolina,P001001,2108
3757500,Rocky Mount,North Carolina,P001001,57477
3757540,Rocky Point,North Carolina,P001001,1602
3757580,Rodanthe,North Carolina,P001001,261
3757640,Rolesville,North Carolina,P001001,3786
3757700,Ronda,North Carolina,P001001,417
3757740,Roper,North Carolina,P001001,611
3757800,Roseboro,North Carolina,P001001,1191
3757860,Rose Hill,North Carolina,P001001,1626
3758020,Rosman,North Carolina,P001001,576
3758040,Rougemont,North Carolina,P001001,978
3758140,Rowland,North Carolina,P001001,1037
3758160,Roxboro,North Carolina,P001001,8362
3758180,Roxobel,North Carolina,P001001,240
3758260,Royal Pines,North Carolina,P001001,4272
3758340,Ruffin,North Carolina,P001001,368
3758360,Rural Hall,North Carolina,P001001,2937
3758420,Ruth,North Carolina,P001001,440
3758440,Rutherford College,North Carolina,P001001,1341
3758460,Rutherfordton,North Carolina,P001001,4213
3758620,St. Helena,North Carolina,P001001,389
3758630,St. James,North Carolina,P001001,3165
3758720,St. Pauls,North Carolina,P001001,2035
3758730,St. Stephens,North Carolina,P001001,8759
3758740,Salem,North Carolina,P001001,2218
3758840,Salemburg,North Carolina,P001001,435
3758860,Salisbury,North Carolina,P001001,33662
3758920,Saluda,North Carolina,P001001,713
3758940,Salvo,North Carolina,P001001,229
3759090,Sandy Creek,North Carolina,P001001,260
3759135,Sandyfield,North Carolina,P001001,447
3759280,Sanford,North Carolina,P001001,28094
3759340,Saratoga,North Carolina,P001001,408
3759540,Sawmills,North Carolina,P001001,5240
3759580,Saxapahaw,North Carolina,P001001,1648
3759765,Scotch Meadows,North Carolina,P001001,580
3759780,Scotland Neck,North Carolina,P001001,2059
3759980,Seaboard,North Carolina,P001001,632
3760000,Sea Breeze,North Carolina,P001001,1969
3760080,Seagrove,North Carolina,P001001,228
3760180,Sedalia,North Carolina,P001001,623
3760320,Selma,North Carolina,P001001,6073
3760505,Seven Devils,North Carolina,P001001,192
3760515,Seven Lakes,North Carolina,P001001,4888
3760540,Seven Springs,North Carolina,P001001,110
3760560,Severn,North Carolina,P001001,276
3760800,Shallotte,North Carolina,P001001,3675
3760940,Shannon,North Carolina,P001001,263
3761060,Sharpsburg,North Carolina,P001001,2024
3761200,Shelby,North Carolina,P001001,20323
3761860,Siler City,North Carolina,P001001,7887
3761920,Silver City,North Carolina,P001001,882
3761950,Silver Lake,North Carolina,P001001,5598
3762040,Simpson,North Carolina,P001001,416
3762060,Sims,North Carolina,P001001,282
3762190,Skippers Corner,North Carolina,P001001,2785
3762520,Smithfield,North Carolina,P001001,10966
3762680,Sneads Ferry,North Carolina,P001001,2646
3762760,Snow Hill,North Carolina,P001001,1595
3763120,Southern Pines,North Carolina,P001001,12334
3763130,Southern Shores,North Carolina,P001001,2714
3763240,South Henderson,North Carolina,P001001,1213
3763340,South Mills,North Carolina,P001001,454
3763360,Southmont,North Carolina,P001001,1470
3763400,Southport,North Carolina,P001001,2833
3763470,South Rosemary,North Carolina,P001001,2836
3763560,South Weldon,North Carolina,P001001,705
3763680,Sparta,North Carolina,P001001,1770
3763720,Speed,North Carolina,P001001,80
3763760,Spencer,North Carolina,P001001,3267
3763780,Spencer Mountain,North Carolina,P001001,37
3763880,Spindale,North Carolina,P001001,4321
3763920,Spivey's Corner,North Carolina,P001001,506
3764160,Spring Hope,North Carolina,P001001,1320
3764180,Spring Lake,North Carolina,P001001,11964
3764260,Spruce Pine,North Carolina,P001001,2175
3764380,Staley,North Carolina,P001001,393
3764420,Stallings,North Carolina,P001001,13831
3764460,Stanfield,North Carolina,P001001,1486
3764500,Stanley,North Carolina,P001001,3556
3764560,Stantonsburg,North Carolina,P001001,784
3764580,Star,North Carolina,P001001,876
3764740,Statesville,North Carolina,P001001,24532
3764840,Stedman,North Carolina,P001001,1028
3764940,Stem,North Carolina,P001001,463
3765020,Stokes,North Carolina,P001001,376
3765040,Stokesdale,North Carolina,P001001,5047
3765100,Stoneville,North Carolina,P001001,1056
3765120,Stonewall,North Carolina,P001001,281
3765260,Stony Point,North Carolina,P001001,1317
3765320,Stovall,North Carolina,P001001,418
3765530,Sugar Mountain,North Carolina,P001001,198
3765580,Summerfield,North Carolina,P001001,10232
3765700,Sunbury,North Carolina,P001001,289
3765900,Sunset Beach,North Carolina,P001001,3572
3766040,Surf City,North Carolina,P001001,1853
3766280,Swannanoa,North Carolina,P001001,4576
3766340,Swan Quarter,North Carolina,P001001,324
3766360,Swansboro,North Carolina,P001001,2663
3766460,Swepsonville,North Carolina,P001001,1154
3766500,Sylva,North Carolina,P001001,2588
3766520,Tabor City,North Carolina,P001001,2511
3766700,Tarboro,North Carolina,P001001,11415
3766740,Tar Heel,North Carolina,P001001,117
3766960,Taylorsville,North Carolina,P001001,2098
3766980,Taylortown,North Carolina,P001001,722
3767000,Teachey,North Carolina,P001001,376
3767420,Thomasville,North Carolina,P001001,26757
3767700,Toast,North Carolina,P001001,1450
3767720,Tobaccoville,North Carolina,P001001,2441
3768040,Topsail Beach,North Carolina,P001001,368
3768320,Trenton,North Carolina,P001001,287
3768340,Trent Woods,North Carolina,P001001,4155
3768400,Trinity,North Carolina,P001001,6614
3768500,Troutman,North Carolina,P001001,2383
3768520,Troy,North Carolina,P001001,3189
3768580,Tryon,North Carolina,P001001,1646
3768740,Turkey,North Carolina,P001001,292
3769020,Tyro,North Carolina,P001001,3879
3769260,Unionville,North Carolina,P001001,5929
3769520,Valdese,North Carolina,P001001,4490
3769600,Valle Crucis,North Carolina,P001001,412
3769640,Valley Hill,North Carolina,P001001,2070
3769680,Vanceboro,North Carolina,P001001,1005
3769720,Vandemere,North Carolina,P001001,254
3769740,Vander,North Carolina,P001001,1146
3769755,Vann Crossroads,North Carolina,P001001,336
3769795,Varnamtown,North Carolina,P001001,541
3769840,Vass,North Carolina,P001001,720
3770320,Waco,North Carolina,P001001,321
3770340,Wade,North Carolina,P001001,556
3770380,Wadesboro,North Carolina,P001001,5813
3770480,Wagram,North Carolina,P001001,840
3770540,Wake Forest,North Carolina,P001001,30117
3770580,Wakulla,North Carolina,P001001,105
3770660,Walkertown,North Carolina,P001001,4675
3770720,Wallace,North Carolina,P001001,3880
3770740,Wallburg,North Carolina,P001001,3047
3770780,Walnut Cove,North Carolina,P001001,1425
3770820,Walnut Creek,North Carolina,P001001,835
3770860,Walstonburg,North Carolina,P001001,219
3770920,Wanchese,North Carolina,P001001,1642
3771100,Warrenton,North Carolina,P001001,862
3771160,Warsaw,North Carolina,P001001,3054
3771220,Washington,North Carolina,P001001,9744
3771240,Washington Park,North Carolina,P001001,451
3771320,Watha,North Carolina,P001001,190
3771440,Waves,North Carolina,P001001,134
3771460,Waxhaw,North Carolina,P001001,9859
3771500,Waynesville,North Carolina,P001001,9869
3771560,Weaverville,North Carolina,P001001,3120
3771600,Webster,North Carolina,P001001,363
3771680,Weddington,North Carolina,P001001,9459
3771760,Welcome,North Carolina,P001001,4162
3771780,Weldon,North Carolina,P001001,1655
3771860,Wendell,North Carolina,P001001,5845
3771900,Wentworth,North Carolina,P001001,2807
3771940,Wesley Chapel,North Carolina,P001001,7463
3772150,West Canton,North Carolina,P001001,1247
3772540,West Jefferson,North Carolina,P001001,1299
3772600,West Marion,North Carolina,P001001,1348
3772755,Westport,North Carolina,P001001,4026
3773140,Whispering Pines,North Carolina,P001001,2928
3773160,Whitakers,North Carolina,P001001,744
3773300,White Lake,North Carolina,P001001,802
3773320,White Oak,North Carolina,P001001,338
3773460,White Plains,North Carolina,P001001,1074
3773660,Whiteville,North Carolina,P001001,5394
3773760,Whitsett,North Carolina,P001001,590
3774020,Wilkesboro,North Carolina,P001001,3413
3774220,Williamston,North Carolina,P001001,5511
3774440,Wilmington,North Carolina,P001001,106476
3774540,Wilson,North Carolina,P001001,49167
3774580,Wilson's Mills,North Carolina,P001001,2277
3774680,Windsor,North Carolina,P001001,3630
3774720,Winfall,North Carolina,P001001,594
3774760,Wingate,North Carolina,P001001,3491
3775000,Winston-Salem,North Carolina,P001001,229617
3775060,Winterville,North Carolina,P001001,9269
3775080,Winton,North Carolina,P001001,769
3775280,Woodfin,North Carolina,P001001,6123
3775340,Woodland,North Carolina,P001001,809
3775375,Woodlawn,North Carolina,P001001,900
3775780,Wrightsboro,North Carolina,P001001,4896
3775820,Wrightsville Beach,North Carolina,P001001,2477
3775960,Yadkinville,North Carolina,P001001,2959
3776000,Yanceyville,North Carolina,P001001,2039
3776200,Youngsville,North Carolina,P001001,1157
3776220,Zebulon,North Carolina,P001001,4433
3900142,Aberdeen,Ohio,P001001,1638
3900198,Ada,Ohio,P001001,5952
3900380,Adamsville,Ohio,P001001,114
3900436,Addyston,Ohio,P001001,938
3900450,Adelphi,Ohio,P001001,380
3900464,Adena,Ohio,P001001,759
3901000,Akron,Ohio,P001001,199110
3901042,Albany,Ohio,P001001,828
3901154,Alexandria,Ohio,P001001,517
3901210,Alger,Ohio,P001001,860
3901420,Alliance,Ohio,P001001,22322
3901588,Alvordton,Ohio,P001001,217
3901630,Amanda,Ohio,P001001,737
3901672,Amberley,Ohio,P001001,3585
3901742,Amelia,Ohio,P001001,4801
3901784,Amesville,Ohio,P001001,154
3901798,Amherst,Ohio,P001001,12021
3901938,Amsterdam,Ohio,P001001,511
3902022,Andersonville,Ohio,P001001,779
3902050,Andover,Ohio,P001001,1145
3902092,Anna,Ohio,P001001,1567
3902120,Ansonia,Ohio,P001001,1174
3902148,Antioch,Ohio,P001001,86
3902204,Antwerp,Ohio,P001001,1736
3902232,Apple Creek,Ohio,P001001,1173
3902266,Apple Valley,Ohio,P001001,5058
3902274,Aquilla,Ohio,P001001,340
3902316,Arcadia,Ohio,P001001,590
3902330,Arcanum,Ohio,P001001,2129
3902344,Archbold,Ohio,P001001,4346
3902400,Arlington,Ohio,P001001,1455
3902428,Arlington Heights,Ohio,P001001,745
3902568,Ashland,Ohio,P001001,20362
3902582,Ashley,Ohio,P001001,1330
3902638,Ashtabula,Ohio,P001001,19124
3902680,Ashville,Ohio,P001001,4097
3902722,Athalia,Ohio,P001001,373
3902736,Athens,Ohio,P001001,23832
3902820,Attica,Ohio,P001001,899
3902848,Atwater,Ohio,P001001,758
3903086,Aurora,Ohio,P001001,15548
3903142,Austinburg,Ohio,P001001,516
3903184,Austintown,Ohio,P001001,29677
3903352,Avon,Ohio,P001001,21193
3903464,Avon Lake,Ohio,P001001,22581
3903562,Bailey Lakes,Ohio,P001001,371
3903585,Bainbridge,Ohio,P001001,3267
3903604,Bainbridge,Ohio,P001001,860
3903646,Bairdstown,Ohio,P001001,130
3903716,Ballville,Ohio,P001001,2976
3903744,Baltic,Ohio,P001001,795
3903758,Baltimore,Ohio,P001001,2966
3903786,Bannock,Ohio,P001001,211
3903828,Barberton,Ohio,P001001,26550
3903926,Barnesville,Ohio,P001001,4193
3903940,Barnhill,Ohio,P001001,396
3904094,Bascom,Ohio,P001001,390
3904150,Batavia,Ohio,P001001,1509
3904192,Batesville,Ohio,P001001,71
3904402,Bay View,Ohio,P001001,632
3904416,Bay Village,Ohio,P001001,15651
3904458,Beach City,Ohio,P001001,1033
3904500,Beachwood,Ohio,P001001,11953
3904542,Beallsville,Ohio,P001001,409
3904696,Beaver,Ohio,P001001,449
3904720,Beavercreek,Ohio,P001001,45193
3904752,Beaverdam,Ohio,P001001,382
3904840,Beckett Ridge,Ohio,P001001,9187
3904878,Bedford,Ohio,P001001,13074
3904920,Bedford Heights,Ohio,P001001,10751
3905013,Beechwood Trails,Ohio,P001001,3020
3905074,Bellaire,Ohio,P001001,4278
3905102,Bellbrook,Ohio,P001001,6943
3905116,Belle Center,Ohio,P001001,813
3905130,Bellefontaine,Ohio,P001001,13370
3905158,Belle Valley,Ohio,P001001,223
3905228,Bellevue,Ohio,P001001,8202
3905284,Bellville,Ohio,P001001,1918
3905312,Belmont,Ohio,P001001,453
3905396,Belmore,Ohio,P001001,143
3905410,Beloit,Ohio,P001001,978
3905424,Belpre,Ohio,P001001,6441
3905550,Bentleyville,Ohio,P001001,864
3905662,Benton Ridge,Ohio,P001001,299
3905676,Bentonville,Ohio,P001001,287
3905690,Berea,Ohio,P001001,19093
3905718,Bergholz,Ohio,P001001,664
3905732,Berkey,Ohio,P001001,237
3905816,Berlin,Ohio,P001001,898
3905900,Berlin Heights,Ohio,P001001,714
3906068,Bethel,Ohio,P001001,2711
3906138,Bethesda,Ohio,P001001,1256
3906194,Bettsville,Ohio,P001001,661
3906208,Beulah Beach,Ohio,P001001,53
3906222,Beverly,Ohio,P001001,1313
3906278,Bexley,Ohio,P001001,13057
3906670,Blacklick Estates,Ohio,P001001,8682
3906740,Bladensburg,Ohio,P001001,191
3906810,Blakeslee,Ohio,P001001,96
3906908,Blanchester,Ohio,P001001,4243
3907062,Bloomdale,Ohio,P001001,678
3907188,Bloomingburg,Ohio,P001001,938
3907202,Bloomingdale,Ohio,P001001,202
3907286,Bloomville,Ohio,P001001,956
3907300,Blue Ash,Ohio,P001001,12114
3907377,Blue Jay,Ohio,P001001,959
3907426,Bluffton,Ohio,P001001,4125
3907454,Boardman,Ohio,P001001,35376
3907583,Bolindale,Ohio,P001001,2089
3907594,Bolivar,Ohio,P001001,994
3907790,Boston Heights,Ohio,P001001,1300
3907832,Botkins,Ohio,P001001,1155
3907888,Bourneville,Ohio,P001001,199
3907916,Bowerston,Ohio,P001001,398
3907930,Bowersville,Ohio,P001001,312
3907972,Bowling Green,Ohio,P001001,30028
3908084,Bradford,Ohio,P001001,1842
3908112,Bradner,Ohio,P001001,985
3908168,Brady Lake,Ohio,P001001,464
3908336,Bratenahl,Ohio,P001001,1197
3908364,Brecksville,Ohio,P001001,13656
3908378,Brecon,Ohio,P001001,244
3908392,Bremen,Ohio,P001001,1425
3908504,Brewster,Ohio,P001001,2112
3908532,Brice,Ohio,P001001,114
3908560,Bridgeport,Ohio,P001001,1831
3908602,Bridgetown,Ohio,P001001,14407
3908812,Brilliant,Ohio,P001001,1482
3908826,Brimfield,Ohio,P001001,3343
3909064,Broadview Heights,Ohio,P001001,19400
3909200,Brookfield Center,Ohio,P001001,1207
3909246,Brooklyn,Ohio,P001001,11169
3909274,Brooklyn Heights,Ohio,P001001,1543
3909288,Brook Park,Ohio,P001001,19212
3909316,Brookside,Ohio,P001001,632
3909358,Brookville,Ohio,P001001,5884
3909386,Broughton,Ohio,P001001,120
3909596,Brownsville,Ohio,P001001,220
3909680,Brunswick,Ohio,P001001,34255
3909792,Bryan,Ohio,P001001,8545
3909834,Buchtel,Ohio,P001001,558
3909890,Buckeye Lake,Ohio,P001001,2746
3909974,Buckland,Ohio,P001001,233
3910030,Bucyrus,Ohio,P001001,12362
3910128,Buffalo,Ohio,P001001,401
3910156,Buford,Ohio,P001001,352
3910254,Burbank,Ohio,P001001,207
3910282,Burgoon,Ohio,P001001,172
3910296,Burkettsville,Ohio,P001001,244
3910352,Burlington,Ohio,P001001,2676
3910436,Burton,Ohio,P001001,1455
3910632,Butler,Ohio,P001001,933
3910674,Butlerville,Ohio,P001001,163
3910716,Byesville,Ohio,P001001,2438
3910800,Cadiz,Ohio,P001001,3353
3910884,Cairo,Ohio,P001001,524
3910926,Calcutta,Ohio,P001001,3742
3910940,Caldwell,Ohio,P001001,1748
3910954,Caledonia,Ohio,P001001,577
3910996,Cambridge,Ohio,P001001,10635
3911024,Camden,Ohio,P001001,2046
3911066,Campbell,Ohio,P001001,8235
3911150,Camp Dennison,Ohio,P001001,375
3911304,Canal Fulton,Ohio,P001001,5479
3911318,Canal Lewisville,Ohio,P001001,320
3911332,Canal Winchester,Ohio,P001001,7101
3911334,Candlewood Lake,Ohio,P001001,1147
3911360,Canfield,Ohio,P001001,7515
3912000,Canton,Ohio,P001001,73007
3912056,Carbon Hill,Ohio,P001001,233
3912084,Cardington,Ohio,P001001,2047
3912112,Carey,Ohio,P001001,3674
3912168,Carlisle,Ohio,P001001,4915
3912252,Carroll,Ohio,P001001,524
3912280,Carrollton,Ohio,P001001,3241
3912462,Casstown,Ohio,P001001,267
3912476,Castalia,Ohio,P001001,852
3912504,Castine,Ohio,P001001,130
3912560,Catawba,Ohio,P001001,272
3912700,Cecil,Ohio,P001001,188
3912784,Cedarville,Ohio,P001001,4019
3912854,Celeryville,Ohio,P001001,210
3912868,Celina,Ohio,P001001,10400
3913036,Centerburg,Ohio,P001001,1773
3913169,Centerville,Ohio,P001001,103
3913190,Centerville,Ohio,P001001,23999
3913358,Chagrin Falls,Ohio,P001001,4113
3913484,Champion Heights,Ohio,P001001,6498
3913554,Chardon,Ohio,P001001,5148
3913694,Chatfield,Ohio,P001001,189
3913778,Chauncey,Ohio,P001001,1049
3913834,Cherry Fork,Ohio,P001001,155
3913848,Cherry Grove,Ohio,P001001,4378
3913904,Chesapeake,Ohio,P001001,745
3913932,Cheshire,Ohio,P001001,132
3914086,Chesterhill,Ohio,P001001,289
3914100,Chesterland,Ohio,P001001,2521
3914114,Chesterville,Ohio,P001001,228
3914128,Cheviot,Ohio,P001001,8375
3914156,Chickasaw,Ohio,P001001,290
3914184,Chillicothe,Ohio,P001001,21901
3914226,Chilo,Ohio,P001001,63
3914254,Chippewa Lake,Ohio,P001001,711
3914280,Chippewa Park,Ohio,P001001,891
3914288,Choctaw Lake,Ohio,P001001,1546
3914296,Christiansburg,Ohio,P001001,526
3914324,Churchill,Ohio,P001001,2149
3915000,Cincinnati,Ohio,P001001,296943
3915008,Cinnamon Lake,Ohio,P001001,1243
3915070,Circleville,Ohio,P001001,13314
3915210,Clarington,Ohio,P001001,384
3915336,Clarksburg,Ohio,P001001,455
3915406,Clarksville,Ohio,P001001,548
3915434,Clarktown,Ohio,P001001,958
3915588,Clay Center,Ohio,P001001,276
3915644,Clayton,Ohio,P001001,13209
3916000,Cleveland,Ohio,P001001,396815
3916014,Cleveland Heights,Ohio,P001001,46121
3916028,Cleves,Ohio,P001001,3234
3916056,Clifton,Ohio,P001001,152
3916182,Clinton,Ohio,P001001,1214
3916266,Cloverdale,Ohio,P001001,168
3916308,Clyde,Ohio,P001001,6325
3916378,Coal Grove,Ohio,P001001,2165
3916434,Coalton,Ohio,P001001,479
3916521,Coldstream,Ohio,P001001,1173
3916532,Coldwater,Ohio,P001001,4427
3916700,College Corner,Ohio,P001001,407
3916784,Collins,Ohio,P001001,631
3917036,Columbiana,Ohio,P001001,6384
3918000,Columbus,Ohio,P001001,787033
3918014,Columbus Grove,Ohio,P001001,2137
3918070,Commercial Point,Ohio,P001001,1582
3918244,Concorde Hills,Ohio,P001001,663
3918266,Conesville,Ohio,P001001,347
3918308,Congress,Ohio,P001001,185
3918350,Conneaut,Ohio,P001001,12841
3918504,Continental,Ohio,P001001,1153
3918546,Convoy,Ohio,P001001,1085
3918588,Coolville,Ohio,P001001,496
3918770,Corning,Ohio,P001001,583
3918812,Cortland,Ohio,P001001,7104
3918840,Corwin,Ohio,P001001,421
3918868,Coshocton,Ohio,P001001,11216
3919008,Covedale,Ohio,P001001,6447
3919050,Covington,Ohio,P001001,2584
3919106,Craig Beach,Ohio,P001001,1180
3919330,Crestline,Ohio,P001001,4630
3919344,Creston,Ohio,P001001,2171
3919400,Cridersville,Ohio,P001001,1852
3919456,Crooksville,Ohio,P001001,2534
3919554,Crown City,Ohio,P001001,413
3919596,Crystal Lakes,Ohio,P001001,1483
3919615,Crystal Rock,Ohio,P001001,176
3919694,Cumberland,Ohio,P001001,367
3919736,Curtice,Ohio,P001001,1526
3919750,Custar,Ohio,P001001,179
3919778,Cuyahoga Falls,Ohio,P001001,49652
3919806,Cuyahoga Heights,Ohio,P001001,638
3919820,Cygnet,Ohio,P001001,597
3919848,Cynthiana,Ohio,P001001,68
3919974,Dalton,Ohio,P001001,1830
3920030,Damascus,Ohio,P001001,443
3920114,Danville,Ohio,P001001,1044
3920198,Darbydale,Ohio,P001001,793
3920212,Darbyville,Ohio,P001001,222
3920268,Darrtown,Ohio,P001001,516
3920366,Day Heights,Ohio,P001001,2620
3921000,Dayton,Ohio,P001001,141527
3921266,Deer Park,Ohio,P001001,5736
3921294,Deersville,Ohio,P001001,79
3921308,Defiance,Ohio,P001001,16494
3921378,De Graff,Ohio,P001001,1285
3921434,Delaware,Ohio,P001001,34753
3921518,Delhi Hills,Ohio,P001001,5259
3921560,Dellroy,Ohio,P001001,356
3921602,Delphos,Ohio,P001001,7101
3921610,Delshire,Ohio,P001001,3180
3921616,Delta,Ohio,P001001,3103
3921714,Dennison,Ohio,P001001,2655
3921742,Dent,Ohio,P001001,10497
3921784,Derby,Ohio,P001001,408
3921812,Deshler,Ohio,P001001,1799
3921868,Devola,Ohio,P001001,2652
3921910,Dexter City,Ohio,P001001,129
3922008,Dillonvale,Ohio,P001001,3474
3922022,Dillonvale,Ohio,P001001,665
3922260,Dola,Ohio,P001001,140
3922288,Donnelsville,Ohio,P001001,304
3922456,Dover,Ohio,P001001,12826
3922568,Doylestown,Ohio,P001001,3051
3922610,Dresden,Ohio,P001001,1529
3922624,Drexel,Ohio,P001001,2076
3922660,Dry Ridge,Ohio,P001001,2782
3922674,Dry Run,Ohio,P001001,7281
3922694,Dublin,Ohio,P001001,41751
3922820,Duncan Falls,Ohio,P001001,880
3922848,Dundee,Ohio,P001001,297
3922946,Dunkirk,Ohio,P001001,875
3922960,Dunlap,Ohio,P001001,1719
3922974,Dupont,Ohio,P001001,318
3923324,East Canton,Ohio,P001001,1591
3923380,East Cleveland,Ohio,P001001,17843
3923534,East Fultonham,Ohio,P001001,335
3923618,Eastlake,Ohio,P001001,18577
3923702,East Liberty,Ohio,P001001,366
3923730,East Liverpool,Ohio,P001001,11195
3923940,East Palestine,Ohio,P001001,4721
3924024,East Rochester,Ohio,P001001,231
3924052,East Sparta,Ohio,P001001,819
3924234,Eaton,Ohio,P001001,8407
3924262,Eaton Estates,Ohio,P001001,1222
3924486,Edgerton,Ohio,P001001,2012
3924542,Edgewood,Ohio,P001001,4432
3924598,Edison,Ohio,P001001,437
3924640,Edon,Ohio,P001001,834
3924766,Eldorado,Ohio,P001001,509
3924794,Elgin,Ohio,P001001,57
3924808,Elida,Ohio,P001001,1905
3924850,Elizabethtown,Ohio,P001001,350
3925144,Elmore,Ohio,P001001,1410
3925186,Elmwood Place,Ohio,P001001,2188
3925256,Elyria,Ohio,P001001,54533
3925368,Empire,Ohio,P001001,299
3925396,Englewood,Ohio,P001001,13465
3925452,Enon,Ohio,P001001,2415
3925676,Etna,Ohio,P001001,1215
3925704,Euclid,Ohio,P001001,48920
3925802,Evendale,Ohio,P001001,2767
3925914,Fairborn,Ohio,P001001,32352
3925942,Fairfax,Ohio,P001001,1699
3925970,Fairfield,Ohio,P001001,42510
3926110,Fairfield Beach,Ohio,P001001,1292
3926166,Fairlawn,Ohio,P001001,7437
3926306,Fairport Harbor,Ohio,P001001,3109
3926348,Fairview,Ohio,P001001,83
3926446,Fairview Park,Ohio,P001001,16826
3926656,Farmersville,Ohio,P001001,1009
3926768,Fayette,Ohio,P001001,1283
3926796,Fayetteville,Ohio,P001001,330
3926880,Felicity,Ohio,P001001,818
3927048,Findlay,Ohio,P001001,41202
3927104,Finneytown,Ohio,P001001,12741
3927303,Five Points,Ohio,P001001,1824
3927356,Flat Rock,Ohio,P001001,233
3927412,Fletcher,Ohio,P001001,473
3927538,Florida,Ohio,P001001,232
3927552,Flushing,Ohio,P001001,879
3927636,Forest,Ohio,P001001,1461
3927706,Forest Park,Ohio,P001001,18720
3927776,Forestville,Ohio,P001001,10532
3927818,Fort Jennings,Ohio,P001001,485
3927832,Fort Loramie,Ohio,P001001,1478
3927902,Fort Recovery,Ohio,P001001,1430
3927930,Fort Seneca,Ohio,P001001,254
3927944,Fort Shawnee,Ohio,P001001,3726
3928014,Fostoria,Ohio,P001001,13441
3928058,Four Bridges,Ohio,P001001,2919
3928182,Frankfort,Ohio,P001001,1064
3928476,Franklin,Ohio,P001001,11771
3928532,Franklin Furnace,Ohio,P001001,1660
3928574,Frazeysburg,Ohio,P001001,1326
3928616,Fredericksburg,Ohio,P001001,423
3928658,Fredericktown,Ohio,P001001,2493
3928798,Freeport,Ohio,P001001,369
3928826,Fremont,Ohio,P001001,16734
3928882,Fresno,Ohio,P001001,140
3928896,Friendship,Ohio,P001001,351
3928966,Fruit Hill,Ohio,P001001,3755
3929050,Fulton,Ohio,P001001,258
3929064,Fultonham,Ohio,P001001,176
3929106,Gahanna,Ohio,P001001,33248
3929148,Galena,Ohio,P001001,653
3929162,Galion,Ohio,P001001,10512
3929204,Gallipolis,Ohio,P001001,3641
3929246,Gambier,Ohio,P001001,2391
3929288,Gann,Ohio,P001001,125
3929428,Garfield Heights,Ohio,P001001,28849
3929442,Garrettsville,Ohio,P001001,2325
3929498,Gates Mills,Ohio,P001001,2270
3929610,Geneva,Ohio,P001001,6215
3929652,Geneva-on-the-Lake,Ohio,P001001,1288
3929722,Genoa,Ohio,P001001,2336
3929778,Georgetown,Ohio,P001001,4331
3929932,Germantown,Ohio,P001001,5547
3929974,Gettysburg,Ohio,P001001,513
3930072,Gibsonburg,Ohio,P001001,2581
3930114,Gilboa,Ohio,P001001,184
3930198,Girard,Ohio,P001001,9958
3930282,Glandorf,Ohio,P001001,1001
