Real Property Class,Year of Year,County Name,Municipality,Re Class Name2,Assessed Value
Residential,2011,RICHLAND,52004 BLOOM (T),Residential,12417000
Residential,2011,RICHLAND,52006 BUENA VISTA (T),Residential,78560900
Residential,2011,RICHLAND,52008 DAYTON (T),Residential,27302600
Residential,2011,RICHLAND,52010 EAGLE (T),Residential,16138000
Residential,2011,RICHLAND,52012 FOREST (T),Residential,7258900
Residential,2011,RICHLAND,52014 HENRIETTA (T),Residential,15093500
Residential,2011,RICHLAND,52016 ITHACA (T),Residential,21155500
Residential,2011,RICHLAND,52018 MARSHALL (T),Residential,18774900
Residential,2011,RICHLAND,52020 ORION (T),Residential,32873300
Residential,2011,RICHLAND,52022 RICHLAND (T),Residential,52486800
Residential,2011,RICHLAND,52024 RICHWOOD (T),Residential,18647900
Residential,2011,RICHLAND,52026 ROCKBRIDGE (T),Residential,26647500
Residential,2011,RICHLAND,52028 SYLVAN (T),Residential,9224580
Residential,2011,RICHLAND,52030 WESTFORD (T),Residential,15264800
Residential,2011,RICHLAND,52032 WILLOW (T),Residential,13700800
Residential,2011,ROCK,53002 AVON (T),Residential,24844300
Residential,2011,ROCK,53004 BELOIT (T),Residential,337622000
Residential,2011,ROCK,53006 BRADFORD (T),Residential,50658000
Residential,2011,ROCK,53008 CENTER (T),Residential,60736800
Residential,2011,ROCK,53010 CLINTON (T),Residential,36708500
Residential,2011,ROCK,53012 FULTON (T),Residential,323632200
Residential,2011,ROCK,53014 HARMONY (T),Residential,186032900
Residential,2011,ROCK,53016 JANESVILLE (T),Residential,363692200
Residential,2011,ROCK,53018 JOHNSTOWN (T),Residential,51152400
Residential,2011,ROCK,53020 LA PRAIRIE (T),Residential,35644000
Residential,2011,ROCK,53022 LIMA (T),Residential,68416700
Residential,2011,ROCK,53024 MAGNOLIA (T),Residential,26307300
Residential,2011,ROCK,53026 MILTON (T),Residential,229011400
Residential,2011,ROCK,53028 NEWARK (T),Residential,74796700
Residential,2011,ROCK,53030 PLYMOUTH (T),Residential,63743600
Residential,2011,ROCK,53032 PORTER (T),Residential,63143900
Residential,2011,ROCK,53034 ROCK (T),Residential,119467650
Residential,2011,ROCK,53036 SPRING VALLEY (T),Residential,28706700
Residential,2011,ROCK,53038 TURTLE (T),Residential,160745800
Residential,2011,ROCK,53040 UNION (T),Residential,131123470
Residential,2011,RUSK,54002 ATLANTA (T),Residential,22913100
Residential,2011,RUSK,54004 BIG BEND (T),Residential,89516300
Residential,2011,RUSK,54006 BIG FALLS (T),Residential,4488820
Residential,2011,RUSK,54008 CEDAR RAPIDS (T),Residential,1486900
Residential,2011,RUSK,54010 DEWEY (T),Residential,55813900
Residential,2011,RUSK,54012 FLAMBEAU (T),Residential,48848700
Residential,2011,RUSK,54014 GRANT (T),Residential,32396500
Residential,2011,RUSK,54016 GROW (T),Residential,8228700
Residential,2011,RUSK,54018 HAWKINS (T),Residential,4710100
Residential,2011,RUSK,54020 HUBBARD (T),Residential,6314000
Residential,2011,RUSK,54022 LAWRENCE (T),Residential,6901700
Residential,2011,RUSK,54024 MARSHALL (T),Residential,9830100
Residential,2011,RUSK,54026 MURRY (T),Residential,8857600
Residential,2011,RUSK,54028 RICHLAND (T),Residential,11062500
Residential,2011,RUSK,54030 RUSK (T),Residential,101545500
Residential,2011,RUSK,54032 SOUTH FORK (T),Residential,6029900
Residential,2011,RUSK,54034 STRICKLAND (T),Residential,10275400
Residential,2011,RUSK,54036 STUBBS (T),Residential,37046700
Residential,2011,RUSK,54038 THORNAPPLE (T),Residential,38895100
Residential,2011,RUSK,54040 TRUE (T),Residential,7015600
Residential,2011,RUSK,54042 WASHINGTON (T),Residential,49117500
Residential,2011,RUSK,54044 WILKINSON (T),Residential,2340700
Residential,2011,RUSK,54046 WILLARD (T),Residential,50316400
Residential,2011,RUSK,54048 WILSON (T),Residential,3649700
Residential,2011,ST CROIX,55002 BALDWIN (T),Residential,54812000
Residential,2011,ST CROIX,55004 CADY (T),Residential,39921900
Residential,2011,ST CROIX,55006 CYLON (T),Residential,39330600
Residential,2011,ST CROIX,55008 EAU GALLE (T),Residential,81689300
Residential,2011,ST CROIX,55010 EMERALD (T),Residential,33438900
Residential,2011,ST CROIX,55012 ERIN PRAIRIE (T),Residential,45661900
Residential,2011,ST CROIX,55014 FOREST (T),Residential,21844500
Residential,2011,ST CROIX,55016 GLENWOOD (T),Residential,38136200
Residential,2011,ST CROIX,55018 HAMMOND (T),Residential,161871600
Residential,2011,ST CROIX,55020 HUDSON (T),Residential,804111400
Residential,2011,ST CROIX,55022 KINNICKINNIC (T),Residential,159135100
Residential,2011,ST CROIX,55024 PLEASANT VALLEY (T),Residential,31485300
Residential,2011,ST CROIX,55026 RICHMOND (T),Residential,224402600
Residential,2011,ST CROIX,55028 RUSH RIVER (T),Residential,32950600
Residential,2011,ST CROIX,55030 SAINT JOSEPH (T),Residential,407307600
Residential,2011,ST CROIX,55032 SOMERSET (T),Residential,296365300
Residential,2011,ST CROIX,55034 SPRINGFIELD (T),Residential,45510500
Residential,2011,ST CROIX,55036 STANTON (T),Residential,46587300
Residential,2011,ST CROIX,55038 STAR PRAIRIE (T),Residential,228015450
Residential,2011,ST CROIX,55040 TROY (T),Residential,642759700
Residential,2011,ST CROIX,55042 WARREN (T),Residential,119388800
Residential,2011,SAUK,56002 BARABOO (T),Residential,137411700
Residential,2011,SAUK,56004 BEAR CREEK (T),Residential,28931700
Residential,2011,SAUK,56006 DELLONA (T),Residential,158937400
Residential,2011,SAUK,56008 DELTON (T),Residential,158487300
Residential,2011,SAUK,56010 EXCELSIOR (T),Residential,116319100
Residential,2011,SAUK,56012 FAIRFIELD (T),Residential,79957800
Residential,2011,SAUK,56014 FRANKLIN (T),Residential,33186500
Residential,2011,SAUK,56016 FREEDOM (T),Residential,32994100
Residential,2011,SAUK,56018 GREENFIELD (T),Residential,88063600
Residential,2011,SAUK,56020 HONEY CREEK (T),Residential,39042100
Residential,2011,SAUK,56022 IRONTON (T),Residential,19668700
Residential,2011,SAUK,56024 LA VALLE (T),Residential,337585400
Residential,2011,SAUK,56026 MERRIMAC (T),Residential,235329900
Residential,2011,SAUK,56028 PRAIRIE DU SAC (T),Residential,99288400
Residential,2011,SAUK,56030 REEDSBURG (T),Residential,64789600
Residential,2011,SAUK,56032 SPRING GREEN (T),Residential,112538800
Residential,2011,SAUK,56034 SUMPTER (T),Residential,39319100
Residential,2011,SAUK,56036 TROY (T),Residential,41785700
Residential,2011,SAUK,56038 WASHINGTON (T),Residential,28603600
Residential,2011,SAUK,56040 WESTFIELD (T),Residential,13052500
Residential,2011,SAUK,56042 WINFIELD (T),Residential,58806300
Residential,2011,SAUK,56044 WOODLAND (T),Residential,46692200
Residential,2011,SAWYER,57002 BASS LAKE (T),Residential,420894100
Residential,2011,SAWYER,57004 COUDERAY (T),Residential,16019630
Residential,2011,SAWYER,57006 DRAPER (T),Residential,33485800
Residential,2011,SAWYER,57008 EDGEWATER (T),Residential,128845300
Residential,2011,SAWYER,57010 HAYWARD (T),Residential,501819500
Residential,2011,SAWYER,57012 HUNTER (T),Residential,185031500
Residential,2011,SAWYER,57014 LENROOT (T),Residential,208443500
Residential,2011,SAWYER,57016 MEADOWBROOK (T),Residential,7200600
Residential,2011,SAWYER,57018 METEOR (T),Residential,11577200
Residential,2011,SAWYER,57020 OJIBWA (T),Residential,39187700
Residential,2011,SAWYER,57022 RADISSON (T),Residential,37339100
Residential,2011,SAWYER,57024 ROUND LAKE (T),Residential,327231400
Residential,2011,SAWYER,57026 SAND LAKE (T),Residential,371044100
Residential,2011,SAWYER,57028 SPIDER LAKE (T),Residential,284825700
Residential,2011,SAWYER,57030 WEIRGOR (T),Residential,24076700
Residential,2011,SAWYER,57032 WINTER (T),Residential,189490300
Residential,2011,SHAWANO,58002 ALMON (T),Residential,22932200
Residential,2011,SHAWANO,58006 ANIWA (T),Residential,20878600
Residential,2011,SHAWANO,58008 BARTELME (T),Residential,3875900
Residential,2011,SHAWANO,58010 BELLE PLAINE (T),Residential,161429400
Residential,2011,SHAWANO,58012 BIRNAMWOOD (T),Residential,27325800
Residential,2011,SHAWANO,58014 FAIRBANKS (T),Residential,24061800
Residential,2011,SHAWANO,58016 GERMANIA (T),Residential,16306000
Residential,2011,SHAWANO,58018 GRANT (T),Residential,36810500
Residential,2011,SHAWANO,58020 GREEN VALLEY (T),Residential,44349400
Residential,2011,SHAWANO,58022 HARTLAND (T),Residential,29001300
Residential,2011,SHAWANO,58024 HERMAN (T),Residential,21078930
Residential,2011,SHAWANO,58026 HUTCHINS (T),Residential,25422100
Residential,2011,SHAWANO,58028 LESSOR (T),Residential,58410600
Residential,2011,SHAWANO,58030 MAPLE GROVE (T),Residential,30018200
Residential,2011,SHAWANO,58032 MORRIS (T),Residential,22184600
Residential,2011,SHAWANO,58034 NAVARINO (T),Residential,22200500
Residential,2011,SHAWANO,58036 PELLA (T),Residential,43353900
Residential,2011,SHAWANO,58038 RED SPRINGS (T),Residential,50561800
Residential,2011,SHAWANO,58040 RICHMOND (T),Residential,109429300
Residential,2011,SHAWANO,58042 SENECA (T),Residential,19510600
Residential,2011,SHAWANO,58044 WASHINGTON (T),Residential,167172500
Residential,2011,SHAWANO,58046 WAUKECHON (T),Residential,47847000
Residential,2011,SHAWANO,58048 WESCOTT (T),Residential,339985300
Residential,2011,SHAWANO,58050 WITTENBERG (T),Residential,42947200
Residential,2011,SHEBOYGAN,59002 GREENBUSH (T),Residential,109910000
Residential,2011,SHEBOYGAN,59004 HERMAN (T),Residential,102209400
Residential,2011,SHEBOYGAN,59006 HOLLAND (T),Residential,317871600
Residential,2011,SHEBOYGAN,59008 LIMA (T),Residential,182267200
Residential,2011,SHEBOYGAN,59010 LYNDON (T),Residential,131886500
Residential,2011,SHEBOYGAN,59012 MITCHELL (T),Residential,92129700
Residential,2011,SHEBOYGAN,59014 MOSEL (T),Residential,50613100
Residential,2011,SHEBOYGAN,59016 PLYMOUTH (T),Residential,267971100
Residential,2011,SHEBOYGAN,59018 RHINE (T),Residential,307205100
Residential,2011,SHEBOYGAN,59020 RUSSELL (T),Residential,18246700
Residential,2011,SHEBOYGAN,59022 SCOTT (T),Residential,115395600
Residential,2011,SHEBOYGAN,59024 SHEBOYGAN (T),Residential,557581400
Residential,2011,SHEBOYGAN,59026 SHEBOYGAN FALLS (T),Residential,113069300
Residential,2011,SHEBOYGAN,59028 SHERMAN (T),Residential,100453000
Residential,2011,SHEBOYGAN,59030 WILSON (T),Residential,324043400
Residential,2011,TAYLOR,60002 AURORA (T),Residential,8819000
Residential,2011,TAYLOR,60004 BROWNING (T),Residential,26977600
Residential,2011,TAYLOR,60006 CHELSEA (T),Residential,38747100
Residential,2011,TAYLOR,60008 CLEVELAND (T),Residential,12080900
Residential,2011,TAYLOR,60010 DEER CREEK (T),Residential,22199700
Residential,2011,TAYLOR,60012 FORD (T),Residential,9047000
Residential,2011,TAYLOR,60014 GOODRICH (T),Residential,17100900
Residential,2011,TAYLOR,60016 GREENWOOD (T),Residential,20458800
Residential,2011,TAYLOR,60018 GROVER (T),Residential,20801000
Residential,2011,TAYLOR,60020 HAMMEL (T),Residential,48737700
Residential,2011,TAYLOR,60022 HOLWAY (T),Residential,19485900
Residential,2011,TAYLOR,60024 JUMP RIVER (T),Residential,7559330
Residential,2011,TAYLOR,60026 LITTLE BLACK (T),Residential,40526800
Residential,2011,TAYLOR,60028 MAPLEHURST (T),Residential,9722700
Residential,2011,TAYLOR,60030 MCKINLEY (T),Residential,10372400
Residential,2011,TAYLOR,60032 MEDFORD (T),Residential,125293400
Residential,2011,TAYLOR,60034 MOLITOR (T),Residential,27888300
Residential,2011,TAYLOR,60036 PERSHING (T),Residential,4005800
Residential,2011,TAYLOR,60038 RIB LAKE (T),Residential,44468500
Residential,2011,TAYLOR,60040 ROOSEVELT (T),Residential,12145900
Residential,2011,TAYLOR,60042 TAFT (T),Residential,10930800
Residential,2011,TAYLOR,60044 WESTBORO (T),Residential,30052600
Residential,2011,TREMPEALEAU,61002 ALBION (T),Residential,20445600
Residential,2011,TREMPEALEAU,61004 ARCADIA (T),Residential,75747800
Residential,2011,TREMPEALEAU,61006 BURNSIDE (T),Residential,13074800
Residential,2011,TREMPEALEAU,61008 CALEDONIA (T),Residential,49541500
Residential,2011,TREMPEALEAU,61010 CHIMNEY ROCK (T),Residential,6380800
Residential,2011,TREMPEALEAU,61012 DODGE (T),Residential,14095500
Residential,2011,TREMPEALEAU,61016 GALE (T),Residential,97081400
Residential,2011,TREMPEALEAU,61018 HALE (T),Residential,36636500
Residential,2011,TREMPEALEAU,61020 LINCOLN (T),Residential,18369400
Residential,2011,TREMPEALEAU,61022 PIGEON (T),Residential,20850000
Residential,2011,TREMPEALEAU,61024 PRESTON (T),Residential,24155400
Residential,2011,TREMPEALEAU,61026 SUMNER (T),Residential,35879600
Residential,2011,TREMPEALEAU,61028 TREMPEALEAU (T),Residential,105669200
Residential,2011,TREMPEALEAU,61030 UNITY (T),Residential,24528400
Residential,2011,VERNON,62002 BERGEN (T),Residential,79332100
Residential,2011,VERNON,62004 CHRISTIANA (T),Residential,27395200
Residential,2011,VERNON,62006 CLINTON (T),Residential,9223100
Residential,2011,VERNON,62008 COON (T),Residential,24631200
Residential,2011,VERNON,62010 FOREST (T),Residential,12074700
Residential,2011,VERNON,62012 FRANKLIN (T),Residential,40872550
Residential,2011,VERNON,62014 GENOA (T),Residential,32345300
Residential,2011,VERNON,62016 GREENWOOD (T),Residential,13402900
Residential,2011,VERNON,62018 HAMBURG (T),Residential,39762000
Residential,2011,VERNON,62020 HARMONY (T),Residential,19504300
Residential,2011,VERNON,62022 HILLSBORO (T),Residential,25830900
Residential,2011,VERNON,62024 JEFFERSON (T),Residential,38119100
Residential,2011,VERNON,62026 KICKAPOO (T),Residential,27430325
Residential,2011,VERNON,62028 LIBERTY (T),Residential,12795070
Residential,2011,VERNON,62030 STARK (T),Residential,10582600
Residential,2011,VERNON,62032 STERLING (T),Residential,10623900
Residential,2011,VERNON,62034 UNION (T),Residential,13527100
Residential,2011,VERNON,62036 VIROQUA (T),Residential,80299500
Residential,2011,VERNON,62038 WEBSTER (T),Residential,29996400
Residential,2011,VERNON,62040 WHEATLAND (T),Residential,42490300
Residential,2011,VERNON,62042 WHITESTOWN (T),Residential,13574300
Residential,2011,VILAS,63002 ARBOR VITAE (T),Residential,475867400
Residential,2011,VILAS,63004 BOULDER JUNCTION (T),Residential,503924300
Residential,2011,VILAS,63006 CLOVERLAND (T),Residential,215990100
Residential,2011,VILAS,63008 CONOVER (T),Residential,348447000
Residential,2011,VILAS,63010 LAC DU FLAMBEAU (T),Residential,872607900
Residential,2011,VILAS,63012 LAND O LAKES (T),Residential,402021100
Residential,2011,VILAS,63014 LINCOLN (T),Residential,485284025
Residential,2011,VILAS,63016 MANITOWISH WATERS (T),Residential,556364600
Residential,2011,VILAS,63018 PHELPS (T),Residential,361052000
Residential,2011,VILAS,63020 PLUM LAKE (T),Residential,214057400
Residential,2011,VILAS,63022 PRESQUE ISLE (T),Residential,640777300
Residential,2011,VILAS,63024 SAINT GERMAIN (T),Residential,628842700
Residential,2011,VILAS,63026 WASHINGTON (T),Residential,451122800
Residential,2011,VILAS,63028 WINCHESTER (T),Residential,256261300
Residential,2011,WALWORTH,64002 BLOOMFIELD (T),Residential,440758400
Residential,2011,WALWORTH,64004 DARIEN (T),Residential,109541100
Residential,2011,WALWORTH,64006 DELAVAN (T),Residential,979525200
Residential,2011,WALWORTH,64008 EAST TROY (T),Residential,726113600
Residential,2011,WALWORTH,64010 GENEVA (T),Residential,791586700
Residential,2011,WALWORTH,64012 LA FAYETTE (T),Residential,182301900
Residential,2011,WALWORTH,64014 LA GRANGE (T),Residential,714763300
Residential,2011,WALWORTH,64016 LINN (T),Residential,1631623700
Residential,2011,WALWORTH,64018 LYONS (T),Residential,377489700
Residential,2011,WALWORTH,64020 RICHMOND (T),Residential,204832200
Residential,2011,WALWORTH,64022 SHARON (T),Residential,47222700
Residential,2011,WALWORTH,64024 SPRING PRAIRIE (T),Residential,207997000
Residential,2011,WALWORTH,64026 SUGAR CREEK (T),Residential,330404600
Residential,2011,WALWORTH,64028 TROY (T),Residential,224459600
Residential,2011,WALWORTH,64030 WALWORTH (T),Residential,154011200
Residential,2011,WALWORTH,64032 WHITEWATER (T),Residential,298974500
Residential,2011,WASHBURN,65002 BARRONETT (T),Residential,19054100
Residential,2011,WASHBURN,65004 BASHAW (T),Residential,58582100
Residential,2011,WASHBURN,65006 BASS LAKE (T),Residential,49446300
Residential,2011,WASHBURN,65008 BEAVER BROOK (T),Residential,37404300
Residential,2011,WASHBURN,65010 BIRCHWOOD (T),Residential,217737200
Residential,2011,WASHBURN,65012 BROOKLYN (T),Residential,24029600
Residential,2011,WASHBURN,65014 CASEY (T),Residential,165098400
Residential,2011,WASHBURN,65016 CHICOG (T),Residential,99572400
Residential,2011,WASHBURN,65018 CRYSTAL (T),Residential,30015200
Residential,2011,WASHBURN,65020 EVERGREEN (T),Residential,87900600
Residential,2011,WASHBURN,65022 FROG CREEK (T),Residential,6465100
Residential,2011,WASHBURN,65024 GULL LAKE (T),Residential,28096200
Residential,2011,WASHBURN,65026 LONG LAKE (T),Residential,174214300
Residential,2011,WASHBURN,65028 MADGE (T),Residential,116153400
Residential,2011,WASHBURN,65030 MINONG (T),Residential,339501000
Residential,2011,WASHBURN,65032 SARONA (T),Residential,49028200
Residential,2011,WASHBURN,65034 SPOONER (T),Residential,84714100
Residential,2011,WASHBURN,65036 SPRINGBROOK (T),Residential,26504500
Residential,2011,WASHBURN,65038 STINNETT (T),Residential,10787300
Residential,2011,WASHBURN,65040 STONE LAKE (T),Residential,51140800
Residential,2011,WASHBURN,65042 TREGO (T),Residential,104017500
Residential,2011,WASHINGTON,66002 ADDISON (T),Residential,260826200
Residential,2011,WASHINGTON,66004 BARTON (T),Residential,257049500
Residential,2011,WASHINGTON,66006 ERIN (T),Residential,520879600
Residential,2011,WASHINGTON,66008 FARMINGTON (T),Residential,365346400
Residential,2011,WASHINGTON,66010 GERMANTOWN (T),Residential,21280500
Residential,2011,WASHINGTON,66012 HARTFORD (T),Residential,358285400
Residential,2011,WASHINGTON,66014 JACKSON (T),Residential,401139900
Residential,2011,WASHINGTON,66016 KEWASKUM (T),Residential,107435500
Residential,2011,WASHINGTON,66018 POLK (T),Residential,533145800
Residential,2011,WASHINGTON,66022 TRENTON (T),Residential,477547900
Residential,2011,WASHINGTON,66024 WAYNE (T),Residential,156636800
Residential,2011,WASHINGTON,66026 WEST BEND (T),Residential,848764000
Residential,2011,WAUKESHA,67002 BROOKFIELD (T),Residential,509930800
Residential,2011,WAUKESHA,67004 DELAFIELD (T),Residential,1436962000
Residential,2011,WAUKESHA,67006 EAGLE (T),Residential,418598800
Residential,2011,WAUKESHA,67008 GENESEE (T),Residential,846993000
Residential,2011,WAUKESHA,67010 LISBON (T),Residential,1041988000
Residential,2011,WAUKESHA,67014 MERTON (T),Residential,1388037900
Residential,2011,WAUKESHA,67016 MUKWONAGO (T),Residential,826134900
Residential,2011,WAUKESHA,67022 OCONOMOWOC (T),Residential,1321646200
Residential,2011,WAUKESHA,67030 VERNON (T),Residential,791234900
Residential,2011,WAUKESHA,67032 WAUKESHA (T),Residential,904553900
Residential,2011,WAUPACA,68002 BEAR CREEK (T),Residential,29261800
Residential,2011,WAUPACA,68004 CALEDONIA (T),Residential,125193200
Residential,2011,WAUPACA,68006 DAYTON (T),Residential,333295850
Residential,2011,WAUPACA,68008 DUPONT (T),Residential,22497500
Residential,2011,WAUPACA,68010 FARMINGTON (T),Residential,426014600
Residential,2011,WAUPACA,68012 FREMONT (T),Residential,55364500
Residential,2011,WAUPACA,68014 HARRISON (T),Residential,29246500
Residential,2011,WAUPACA,68016 HELVETIA (T),Residential,42898100
Residential,2011,WAUPACA,68018 IOLA (T),Residential,82472200
Residential,2011,WAUPACA,68020 LARRABEE (T),Residential,57187400
Residential,2011,WAUPACA,68022 LEBANON (T),Residential,85386700
Residential,2011,WAUPACA,68024 LIND (T),Residential,82803500
Residential,2011,WAUPACA,68026 LITTLE WOLF (T),Residential,71951600
Residential,2011,WAUPACA,68028 MATTESON (T),Residential,39687300
Residential,2011,WAUPACA,68030 MUKWA (T),Residential,190892600
Residential,2011,WAUPACA,68032 ROYALTON (T),Residential,101969500
Residential,2011,WAUPACA,68034 SAINT LAWRENCE (T),Residential,39198400
Residential,2011,WAUPACA,68036 SCANDINAVIA (T),Residential,85533100
Residential,2011,WAUPACA,68038 UNION (T),Residential,29040400
Residential,2011,WAUPACA,68040 WAUPACA (T),Residential,63736600
Residential,2011,WAUPACA,68042 WEYAUWEGA (T),Residential,33392900
Residential,2011,WAUPACA,68044 WYOMING (T),Residential,16502200
Residential,2011,WAUSHARA,69002 AURORA (T),Residential,51827900
Residential,2011,WAUSHARA,69004 BLOOMFIELD (T),Residential,65355800
Residential,2011,WAUSHARA,69006 COLOMA (T),Residential,82513900
Residential,2011,WAUSHARA,69008 DAKOTA (T),Residential,76716260
Residential,2011,WAUSHARA,69010 DEERFIELD (T),Residential,79278200
Residential,2011,WAUSHARA,69012 HANCOCK (T),Residential,57126500
Residential,2011,WAUSHARA,69014 LEON (T),Residential,151148100
Residential,2011,WAUSHARA,69016 MARION (T),Residential,298898000
Residential,2011,WAUSHARA,69018 MOUNT MORRIS (T),Residential,236674400
Residential,2011,WAUSHARA,69020 OASIS (T),Residential,29324250
Residential,2011,WAUSHARA,69022 PLAINFIELD (T),Residential,23865000
Residential,2011,WAUSHARA,69024 POY SIPPI (T),Residential,40662300
Residential,2011,WAUSHARA,69026 RICHFORD (T),Residential,40325796
Residential,2011,WAUSHARA,69028 ROSE (T),Residential,44465900
Residential,2011,WAUSHARA,69030 SAXEVILLE (T),Residential,118027169
Residential,2011,WAUSHARA,69032 SPRINGWATER (T),Residential,253555200
Residential,2011,WAUSHARA,69034 WARREN (T),Residential,27574820
Residential,2011,WAUSHARA,69036 WAUTOMA (T),Residential,87955900
Residential,2011,WINNEBAGO,70002 ALGOMA (T),Residential,521613300
Residential,2011,WINNEBAGO,70004 BLACK WOLF (T),Residential,238178900
Residential,2011,WINNEBAGO,70006 CLAYTON (T),Residential,364101000
Residential,2011,WINNEBAGO,70008 MENASHA (T),Residential,875973900
Residential,2011,WINNEBAGO,70010 NEENAH (T),Residential,300174100
Residential,2011,WINNEBAGO,70012 NEKIMI (T),Residential,91488700
Residential,2011,WINNEBAGO,70014 NEPEUSKUN (T),Residential,34348400
Residential,2011,WINNEBAGO,70016 OMRO (T),Residential,160704000
Residential,2011,WINNEBAGO,70018 OSHKOSH (T),Residential,283690800
Residential,2011,WINNEBAGO,70020 POYGAN (T),Residential,122557100
Residential,2011,WINNEBAGO,70022 RUSHFORD (T),Residential,81307450
Residential,2011,WINNEBAGO,70024 UTICA (T),Residential,84597900
Residential,2011,WINNEBAGO,70026 VINLAND (T),Residential,172788400
Residential,2011,WINNEBAGO,70028 WINCHESTER (T),Residential,107885300
Residential,2011,WINNEBAGO,70030 WINNECONNE (T),Residential,278634600
Residential,2011,WINNEBAGO,70032 WOLF RIVER (T),Residential,147133900
Residential,2011,WOOD,71002 ARPIN (T),Residential,33158300
Residential,2011,WOOD,71004 AUBURNDALE (T),Residential,22412400
Residential,2011,WOOD,71006 CAMERON (T),Residential,27898600
Residential,2011,WOOD,71008 CARY (T),Residential,21917450
Residential,2011,WOOD,71010 CRANMOOR (T),Residential,11793500
Residential,2011,WOOD,71012 DEXTER (T),Residential,18675900
Residential,2011,WOOD,71014 GRAND RAPIDS (T),Residential,428196800
Residential,2011,WOOD,71016 HANSEN (T),Residential,26132300
Residential,2011,WOOD,71018 HILES (T),Residential,7120300
Residential,2011,WOOD,71020 LINCOLN (T),Residential,93314200
Residential,2011,WOOD,71022 MARSHFIELD (T),Residential,44389400
Residential,2011,WOOD,71024 MILLADORE (T),Residential,22965700
Residential,2011,WOOD,71026 PORT EDWARDS (T),Residential,64733100
Residential,2011,WOOD,71028 REMINGTON (T),Residential,9343700
Residential,2011,WOOD,71030 RICHFIELD (T),Residential,69788900
Residential,2011,WOOD,71032 ROCK (T),Residential,41652650
Residential,2011,WOOD,71034 RUDOLPH (T),Residential,42164600
Residential,2011,WOOD,71036 SARATOGA (T),Residential,260392500
Residential,2011,WOOD,71038 SENECA (T),Residential,57752300
Residential,2011,WOOD,71040 SHERRY (T),Residential,25052000
Residential,2011,WOOD,71042 SIGEL (T),Residential,29399800
Residential,2011,WOOD,71044 WOOD (T),Residential,29698400
Residential,2011,MENOMINEE,72001 MENOMINEE (T),Residential,312765900
Residential,2012,BARRON,03022 DOVRE (T),Residential,36928900
Residential,2012,BARRON,03032 OAK GROVE (T),Residential,48872900
Residential,2012,BAYFIELD,04026 KELLY (T),Residential,17307000
Residential,2012,BAYFIELD,04036 ORIENTA (T),Residential,20097510
Residential,2012,BROWN,05012 GLENMORE (T),Residential,48900500
Residential,2012,BROWN,05025 LEDGEVIEW (T),Residential,509859900
Residential,2012,BROWN,05040 WRIGHTSTOWN (T),Residential,137170600
Residential,2012,BURNETT,07042 WOOD RIVER (T),Residential,93621900
Residential,2012,CHIPPEWA,09010 BLOOMER (T),Residential,46999300
Residential,2012,CHIPPEWA,09044 WHEATON (T),Residential,170621800
Residential,2012,CLARK,10020 HENDREN (T),Residential,12711100
Residential,2012,CLARK,10048 SHERMAN (T),Residential,26063300
Residential,2012,COLUMBIA,11034 RANDOLPH (T),Residential,37694200
Residential,2012,CRAWFORD,12022 WAUZEKA (T),Residential,11175300
Residential,2012,DANE,13022 DANE (T),Residential,65779700
Residential,2012,DANE,13068 WINDSOR (T),Residential,481517000
Residential,2012,DODGE,14012 CLYMAN (T),Residential,38023600
Residential,2012,DOOR,15026 UNION (T),Residential,119079600
Residential,2012,DOUGLAS,16022 OAKLAND (T),Residential,63102300
Residential,2012,DUNN,17012 HAY RIVER (T),Residential,24168500
Residential,2012,DUNN,17022 PERU (T),Residential,8897100
Residential,2012,EAU CLAIRE,18010 FAIRCHILD (T),Residential,10644600
Residential,2012,FLORENCE,19016 TIPLER (T),Residential,18651500
Residential,2012,FOND DU LAC,20026 MARSHFIELD (T),Residential,69826700
Residential,2012,FOREST,21026 ROSS (T),Residential,9953800
Residential,2012,GRANT,22030 LIMA (T),Residential,21088700
Residential,2012,GRANT,22044 NORTH LANCASTER (T),Residential,15243700
Residential,2012,GRANT,22060 WATTERSTOWN (T),Residential,10117600
Residential,2012,GREEN,23004 ALBANY (T),Residential,64417500
Residential,2012,GREEN,23028 SYLVESTER (T),Residential,64742100
Residential,2012,GREEN LAKE,24004 BROOKLYN (T),Residential,419353100
Residential,2012,GREEN LAKE,24014 MARQUETTE (T),Residential,53857900
Residential,2012,IRON,26018 SAXON (T),Residential,11290100
Residential,2012,JACKSON,27028 KNAPP (T),Residential,16026700
Residential,2012,JEFFERSON,28006 CONCORD (T),Residential,126928900
Residential,2012,JUNEAU,29020 LINDINA (T),Residential,35277200
Residential,2012,JUNEAU,29030 ORANGE (T),Residential,18912300
Residential,2012,LA CROSSE,32010 FARMINGTON (T),Residential,89186400
Residential,2012,LAFAYETTE,33020 LAMONT (T),Residential,7403800
Residential,2012,LANGLADE,34018 PARRISH (T),Residential,8634400
Residential,2012,LINCOLN,35024 SCOTT (T),Residential,71826800
Residential,2012,MANITOWOC,36022 MAPLE GROVE (T),Residential,32586900
Residential,2012,MARATHON,37020 EAU PLEINE (T),Residential,34335000
Residential,2012,MARATHON,37042 HOLTON (T),Residential,25064200
Residential,2012,MARATHON,37064 REID (T),Residential,64865800
Residential,2012,MARINETTE,38008 BEECHER (T),Residential,75736800
